num_docks_disabled,is_returning,num_docks_available,is_installed,num_ebikes_available,station_id,num_bikes_available,is_renting,num_scooters_available,last_reported,num_scooters_unavailable,num_bikes_disabled,fecha_hora
0,1,10,1,1,2129148164045400000,4,1,1,1774036477,0,0,3/20/2026 19:54
0,1,11,1,0,a3ac7e9a-a135-11e9-9cda-0a87ae2ba916,3,1,1,1774036477,0,0,3/20/2026 19:54
0,1,14,1,2,2007796988006170000,2,1,0,1774036478,0,0,3/20/2026 19:54
0,1,6,1,3,a3b48c07-a135-11e9-9cda-0a87ae2ba916,11,1,2,1774036478,0,0,3/20/2026 19:54
0,1,2,1,9,a3a565b1-a135-11e9-9cda-0a87ae2ba916,12,1,5,1774036474,0,0,3/20/2026 19:54
0,1,9,1,1,a3af8123-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036477,0,2,3/20/2026 19:54
0,1,10,1,2,a3aae35a-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036476,0,0,3/20/2026 19:54
0,1,1,1,5,2126182171734500000,12,1,1,1774036477,0,1,3/20/2026 19:54
0,1,11,1,0,a3b23785-a135-11e9-9cda-0a87ae2ba916,0,1,NA,1774036478,NA,0,3/20/2026 19:54
0,1,10,1,0,2150674821797730000,5,1,0,1774036479,0,0,3/20/2026 19:54
0,1,0,1,5,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,17,1,2,1774036475,0,0,3/20/2026 19:54
0,1,7,1,0,2142134222222180000,6,1,1,1774036478,0,1,3/20/2026 19:54
0,1,3,1,3,2108374001471250000,8,1,0,1774036475,0,0,3/20/2026 19:54
0,1,10,1,11,a3a48d5c-a135-11e9-9cda-0a87ae2ba916,12,1,1,1774036475,0,0,3/20/2026 19:54
0,1,12,1,2,1978857650118990000,4,1,0,1774036475,0,0,3/20/2026 19:54
0,1,13,1,0,1931696364106210000,0,1,NA,1774036482,NA,0,3/20/2026 19:54
0,1,2,1,6,a3a3b731-a135-11e9-9cda-0a87ae2ba916,19,1,2,1774036482,0,0,3/20/2026 19:54
0,1,14,1,4,a3af52bc-a135-11e9-9cda-0a87ae2ba916,9,1,0,1774036482,0,0,3/20/2026 19:54
0,1,10,1,5,a3b0fae6-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036481,0,0,3/20/2026 19:54
0,1,6,1,15,a3ad8072-a135-11e9-9cda-0a87ae2ba916,22,1,3,1774036483,0,0,3/20/2026 19:54
0,1,12,1,4,2021144286196000000,4,1,0,1774036480,0,0,3/20/2026 19:54
0,1,3,1,9,1799277526470630000,11,1,1,1774036480,0,0,3/20/2026 19:54
0,1,13,1,14,a3a8999a-a135-11e9-9cda-0a87ae2ba916,17,1,0,1774036481,0,0,3/20/2026 19:54
0,1,12,1,2,a3a62aad-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036486,0,2,3/20/2026 19:54
0,1,8,1,0,2186823631363750000,0,1,NA,1774036487,NA,0,3/20/2026 19:54
0,1,9,1,0,a3b1d532-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036491,0,0,3/20/2026 19:54
0,1,12,1,0,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036492,0,1,3/20/2026 19:54
0,1,5,1,9,a3a795d7-a135-11e9-9cda-0a87ae2ba916,9,1,2,1774036492,0,0,3/20/2026 19:54
0,1,1,1,1,a3b20960-a135-11e9-9cda-0a87ae2ba916,6,1,0,1774036489,0,0,3/20/2026 19:54
0,1,5,1,1,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,9,1,1,1774036490,0,0,3/20/2026 19:54
0,1,2,1,3,2134710117969740000,6,1,3,1774036488,0,0,3/20/2026 19:54
0,1,5,1,4,2136953562065380000,4,1,1,1774036494,0,1,3/20/2026 19:54
0,1,10,1,0,a3ac35ed-a135-11e9-9cda-0a87ae2ba916,1,1,0,1774036493,0,0,3/20/2026 19:54
0,1,10,1,0,1934290380966280000,5,1,0,1774036493,0,0,3/20/2026 19:54
0,1,7,1,1,2180731186891810000,1,1,0,1774036493,0,0,3/20/2026 19:54
0,1,9,1,0,a3b2d2b7-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036497,0,0,3/20/2026 19:54
0,1,0,1,4,2197048925058850000,4,1,0,1774036496,0,0,3/20/2026 19:54
0,1,6,1,7,a3a5700b-a135-11e9-9cda-0a87ae2ba916,7,1,2,1774036495,0,0,3/20/2026 19:54
0,1,7,1,1,2186308443416750000,1,1,0,1774036494,0,0,3/20/2026 19:54
0,1,9,1,0,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036495,0,1,3/20/2026 19:54
0,1,8,1,2,a3acdae2-a135-11e9-9cda-0a87ae2ba916,2,1,1,1774036496,0,0,3/20/2026 19:54
0,1,4,1,6,a3b1c47b-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036493,0,0,3/20/2026 19:54
0,1,7,1,5,2116941558607500000,6,1,6,1774036499,0,0,3/20/2026 19:54
0,1,13,1,0,1967727360320690000,2,1,0,1774036498,0,0,3/20/2026 19:54
0,1,27,1,4,1862806445904100000,11,1,0,1774036499,1,0,3/20/2026 19:54
0,1,5,1,4,a3aa8ca0-a135-11e9-9cda-0a87ae2ba916,9,1,1,1774036499,0,0,3/20/2026 19:54
0,1,8,1,4,a3a7f0ba-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036501,0,0,3/20/2026 19:55
0,1,12,1,3,a3a99d47-a135-11e9-9cda-0a87ae2ba916,11,1,0,1774036501,0,0,3/20/2026 19:55
0,1,9,1,2,a3b3915a-a135-11e9-9cda-0a87ae2ba916,10,1,0,1774036502,0,0,3/20/2026 19:55
0,1,12,1,0,1958859639339450000,2,1,0,1774036502,0,0,3/20/2026 19:55
0,1,10,1,0,1981488728284770000,5,1,0,1774036501,0,1,3/20/2026 19:55
0,1,18,1,0,1850866657089140000,1,1,0,1774036504,0,0,3/20/2026 19:55
0,1,15,1,2,a3a8855c-a135-11e9-9cda-0a87ae2ba916,11,1,0,1774036504,0,0,3/20/2026 19:55
0,1,13,1,0,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,8,1,1,1774036502,0,1,3/20/2026 19:55
0,1,4,1,5,2131429867387520000,6,1,1,1774036503,0,0,3/20/2026 19:55
0,1,9,1,3,a3a97a01-a135-11e9-9cda-0a87ae2ba916,6,1,0,1774036507,0,0,3/20/2026 19:55
0,1,14,1,1,2013067286975620000,2,1,0,1774036507,0,0,3/20/2026 19:55
0,1,10,1,2,a3b4399a-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036505,0,1,3/20/2026 19:55
0,1,4,1,0,1991508150894450000,4,1,0,1774036510,0,0,3/20/2026 19:55
0,1,7,1,0,a3b2905a-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036510,0,0,3/20/2026 19:55
0,1,9,1,1,a3b222fc-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036510,0,0,3/20/2026 19:55
0,1,10,1,0,759171ce-f355-4740-948d-e14bb8f7dc0e,5,1,0,1774036512,0,0,3/20/2026 19:55
0,1,4,1,17,2149950859971400000,18,1,5,1774036511,0,0,3/20/2026 19:55
0,1,7,1,1,a3a96aca-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036516,0,0,3/20/2026 19:55
0,1,8,1,1,a3af9a83-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036517,0,0,3/20/2026 19:55
0,1,3,1,9,a3aabad8-a135-11e9-9cda-0a87ae2ba916,14,1,2,1774036516,0,0,3/20/2026 19:55
0,1,5,1,1,2132204879062050000,4,1,2,1774036516,0,0,3/20/2026 19:55
0,1,11,1,4,1928792940289520000,4,1,0,1774036516,0,0,3/20/2026 19:55
0,1,4,1,0,a3a5f5e6-a135-11e9-9cda-0a87ae2ba916,6,1,1,1774036514,0,0,3/20/2026 19:55
0,1,9,1,0,a3acea44-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036515,0,0,3/20/2026 19:55
0,1,10,1,0,a3b13836-a135-11e9-9cda-0a87ae2ba916,1,1,0,1774036514,0,0,3/20/2026 19:55
0,1,5,1,3,a3b24701-a135-11e9-9cda-0a87ae2ba916,6,1,0,1774036514,0,0,3/20/2026 19:55
0,1,13,1,1,1963673207600510000,2,1,0,1774036514,0,0,3/20/2026 19:55
0,1,13,1,0,1869054242749500000,2,1,0,1774036518,0,0,3/20/2026 19:55
0,1,10,1,0,a3b23cb8-a135-11e9-9cda-0a87ae2ba916,1,1,0,1774036517,0,0,3/20/2026 19:55
0,1,5,1,2,a3a75d8a-a135-11e9-9cda-0a87ae2ba916,9,1,1,1774036518,0,1,3/20/2026 19:55
0,1,11,1,1,a3ad4d1b-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036519,0,2,3/20/2026 19:55
0,1,8,1,1,1929538112769130000,6,1,0,1774036521,0,1,3/20/2026 19:55
0,1,6,1,3,2116172334493300000,3,1,1,1774036520,0,1,3/20/2026 19:55
0,1,3,1,3,a3a41004-a135-11e9-9cda-0a87ae2ba916,11,1,1,1774036520,0,0,3/20/2026 19:55
0,1,8,1,0,a3b2c87c-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036518,0,0,3/20/2026 19:55
0,1,11,1,1,a3af2737-a135-11e9-9cda-0a87ae2ba916,3,1,1,1774036519,0,0,3/20/2026 19:55
0,1,11,1,0,90011328-f7bd-4b7b-8f95-8204a0b50f27,0,1,NA,1774036521,NA,0,3/20/2026 19:55
0,1,10,1,1,2186726165999500000,4,1,1,1774036522,0,0,3/20/2026 19:55
0,1,5,1,3,2141761256023050000,10,1,0,1774036521,0,0,3/20/2026 19:55
0,1,8,1,6,a3a83ba1-a135-11e9-9cda-0a87ae2ba916,9,1,2,1774036523,0,0,3/20/2026 19:55
0,1,8,1,3,a3b3634c-a135-11e9-9cda-0a87ae2ba916,3,1,4,1774036524,1,0,3/20/2026 19:55
0,1,6,1,0,a3a547b8-a135-11e9-9cda-0a87ae2ba916,9,1,0,1774036525,0,0,3/20/2026 19:55
0,1,6,1,3,1963671811736140000,9,1,0,1774036525,0,0,3/20/2026 19:55
0,1,11,1,0,a60781db-2bec-4a15-a4a2-363297aefcec,4,1,0,1774036526,0,0,3/20/2026 19:55
0,1,10,1,0,a3a854bf-a135-11e9-9cda-0a87ae2ba916,4,1,1,1774036525,0,0,3/20/2026 19:55
0,1,3,1,0,2170354014030500000,3,1,2,1774036526,0,0,3/20/2026 19:55
0,1,12,1,0,1929967657204560000,3,1,0,1774036526,0,0,3/20/2026 19:55
0,1,3,1,3,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,8,1,0,1774036527,0,0,3/20/2026 19:55
0,1,7,1,0,1934289130932980000,8,1,0,1774036527,0,0,3/20/2026 19:55
0,1,6,1,3,a3ac1607-a135-11e9-9cda-0a87ae2ba916,3,1,5,1774036528,0,0,3/20/2026 19:55
0,1,6,1,1,a3acb1de-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036526,0,0,3/20/2026 19:55
0,1,7,1,0,2186824022205770000,1,1,0,1774036531,0,0,3/20/2026 19:55
0,1,7,1,1,a3b11480-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036531,0,0,3/20/2026 19:55
0,1,2,1,3,a3a80512-a135-11e9-9cda-0a87ae2ba916,14,1,0,1774036532,1,2,3/20/2026 19:55
0,1,13,1,1,1961472602929580000,2,1,0,1774036533,0,0,3/20/2026 19:55
0,1,9,1,0,2113983884661900000,5,1,0,1774036533,0,1,3/20/2026 19:55
0,1,4,1,2,a3a76cb6-a135-11e9-9cda-0a87ae2ba916,11,1,0,1774036533,0,0,3/20/2026 19:55
0,1,10,1,0,a3b22d3d-a135-11e9-9cda-0a87ae2ba916,1,1,0,1774036533,0,0,3/20/2026 19:55
0,1,18,1,2,a3a79adb-a135-11e9-9cda-0a87ae2ba916,5,1,2,1774036529,0,2,3/20/2026 19:55
0,1,7,1,0,a3b29fae-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036529,0,0,3/20/2026 19:55
0,1,16,1,0,2128788290981170000,2,1,0,1774036529,0,0,3/20/2026 19:55
0,1,10,1,3,a3a9f76a-a135-11e9-9cda-0a87ae2ba916,4,1,1,1774036530,0,0,3/20/2026 19:55
0,1,21,1,2,a3a3e67b-a135-11e9-9cda-0a87ae2ba916,3,1,6,1774036530,0,1,3/20/2026 19:55
0,1,9,1,4,1969236968943730000,7,1,0,1774036530,0,0,3/20/2026 19:55
1,1,10,1,2,1942117929887050000,3,1,1,1774036528,0,0,3/20/2026 19:55
1,1,4,1,13,2133966431192650000,17,1,2,1774036534,0,0,3/20/2026 19:55
0,1,9,1,3,1945195957167800000,6,1,0,1774036533,0,0,3/20/2026 19:55
0,1,8,1,0,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036533,0,0,3/20/2026 19:55
0,1,14,1,0,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,0,1,1,1774036534,0,0,3/20/2026 19:55
0,1,7,1,1,a3b13e66-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036534,0,0,3/20/2026 19:55
0,1,10,1,1,1871993715238610000,1,1,0,1774036534,0,4,3/20/2026 19:55
0,1,6,1,1,2194828324890320000,2,1,0,1774036538,0,0,3/20/2026 19:55
0,1,9,1,7,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,10,1,4,1774036538,0,0,3/20/2026 19:55
0,1,9,1,0,1882466626513790000,6,1,0,1774036538,0,0,3/20/2026 19:55
0,1,9,1,1,1929905600854810000,5,1,0,1774036538,0,1,3/20/2026 19:55
0,1,6,1,2,a3addda0-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036538,0,0,3/20/2026 19:55
0,1,2,1,6,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,12,1,0,1774036535,0,1,3/20/2026 19:55
0,1,14,1,2,a3a859c4-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036536,0,0,3/20/2026 19:55
0,1,8,1,1,a3ac3b03-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036536,0,0,3/20/2026 19:55
0,1,1,1,7,2111730464161850000,9,1,0,1774036537,0,1,3/20/2026 19:55
0,1,5,1,7,a3a62566-a135-11e9-9cda-0a87ae2ba916,8,1,6,1774036537,0,0,3/20/2026 19:55
0,1,3,1,1,2112108504264820000,4,1,4,1774036535,0,0,3/20/2026 19:55
0,1,16,1,0,1984107787514330000,0,1,NA,1774036541,NA,0,3/20/2026 19:55
0,1,10,1,3,2155141472647710000,6,1,0,1774036542,0,0,3/20/2026 19:55
0,1,9,1,1,1850868044363580000,3,1,2,1774036539,0,1,3/20/2026 19:55
0,1,18,1,0,a3ae87fa-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036543,1,0,3/20/2026 19:55
0,1,5,1,0,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,6,1,0,1774036543,0,0,3/20/2026 19:55
0,1,15,1,0,1955905507044280000,0,1,NA,1774036543,NA,0,3/20/2026 19:55
0,1,4,1,4,a3b477ac-a135-11e9-9cda-0a87ae2ba916,10,1,1,1774036543,0,0,3/20/2026 19:55
0,1,15,1,1,2020809814916510000,1,1,0,1774036544,0,0,3/20/2026 19:55
0,1,9,1,4,2150675229819630000,6,1,0,1774036545,0,0,3/20/2026 19:55
0,1,13,1,1,a3ad95a7-a135-11e9-9cda-0a87ae2ba916,2,1,0,1774036545,0,0,3/20/2026 19:55
0,1,0,1,8,a3af460f-a135-11e9-9cda-0a87ae2ba916,18,1,1,1774036545,0,0,3/20/2026 19:55
0,1,4,1,2,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,5,1,2,1774036545,0,0,3/20/2026 19:55
0,1,10,1,0,2056421762206240000,2,1,0,1774036545,0,0,3/20/2026 19:55
0,1,4,1,3,1984756450139620000,4,1,0,1774036548,0,0,3/20/2026 19:55
0,1,14,1,2,1969221526359520000,5,1,0,1774036548,0,0,3/20/2026 19:55
0,1,7,1,0,a3afb401-a135-11e9-9cda-0a87ae2ba916,8,1,0,1774036548,0,0,3/20/2026 19:55
0,1,7,1,6,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,6,1,2,1774036546,0,0,3/20/2026 19:55
0,1,8,1,1,a3ad7636-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036546,0,0,3/20/2026 19:55
0,1,12,1,2,1936552461714390000,3,1,0,1774036546,0,0,3/20/2026 19:55
0,1,1,1,12,a3a5de24-a135-11e9-9cda-0a87ae2ba916,12,1,2,1774036547,0,0,3/20/2026 19:55
0,1,7,1,2,a3a3b202-a135-11e9-9cda-0a87ae2ba916,5,1,2,1774036551,1,0,3/20/2026 19:55
0,1,14,1,0,1943244520961310000,1,1,0,1774036551,0,0,3/20/2026 19:55
0,1,6,1,3,2130026180535110000,3,1,0,1774036551,0,1,3/20/2026 19:55
0,1,11,1,0,732c9f35-0c82-4128-acc3-2cf447298b1d,4,1,0,1774036552,0,0,3/20/2026 19:55
0,1,15,1,0,792ceba0-564f-4a2c-bcb5-90da781ffeef,0,1,NA,1774036551,NA,0,3/20/2026 19:55
0,1,12,1,3,1936553212713580000,3,1,0,1774036494,0,0,3/20/2026 19:54
0,1,4,1,6,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,11,1,1,1774036549,0,0,3/20/2026 19:55
0,1,9,1,5,1938034236347040000,5,1,0,1774036549,0,1,3/20/2026 19:55
0,1,8,1,0,a3b2862e-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036552,0,0,3/20/2026 19:55
0,1,10,1,1,a3a5a9d0-a135-11e9-9cda-0a87ae2ba916,8,1,1,1774036552,0,0,3/20/2026 19:55
0,1,11,1,3,a3b01a86-a135-11e9-9cda-0a87ae2ba916,4,1,0,1774036552,0,0,3/20/2026 19:55
0,1,13,1,0,ff21c158-de98-46c6-9ef7-7082bdb7c634,2,1,0,1774036549,0,0,3/20/2026 19:55
0,1,8,1,0,2170354186502670000,0,1,NA,1774036548,NA,0,3/20/2026 19:55
0,1,10,1,1,f0f9f5dc-3d3f-4a32-aa3e-b87566e44de9,4,1,0,1774036549,0,1,3/20/2026 19:55
0,1,1,1,6,4843d153-c725-4230-a4c7-402da6a62143,14,1,1,1774036557,0,0,3/20/2026 19:55
0,1,3,1,11,2181157653719730000,13,1,13,1774036558,1,2,3/20/2026 19:55
0,1,8,1,1,2024842594057760000,4,1,4,1774036558,0,0,3/20/2026 19:55
0,1,17,1,3,94788869-1849-43f6-99e1-2eacbc3fab03,6,1,7,1774036559,0,0,3/20/2026 19:55
0,1,4,1,2,1936582560225110000,3,1,0,1774036558,0,0,3/20/2026 19:55
0,1,2,1,2,a3a9c5f7-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036559,0,0,3/20/2026 19:55
0,1,12,1,3,a3a497b6-a135-11e9-9cda-0a87ae2ba916,6,1,0,1774036559,0,1,3/20/2026 19:55
0,1,6,1,2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036556,0,0,3/20/2026 19:55
0,1,13,1,0,a3aa4017-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036556,0,0,3/20/2026 19:55
0,1,10,1,3,a3afd294-a135-11e9-9cda-0a87ae2ba916,5,1,0,1774036555,0,0,3/20/2026 19:55
0,1,14,1,0,1975902497437060000,1,1,0,1774036555,0,0,3/20/2026 19:55
0,1,9,1,13,2162605010317200000,18,1,3,1774036556,0,0,3/20/2026 19:55
0,1,8,1,1,430d5876-c44d-446e-ac53-065da9fb9c17,2,1,2,1774036555,0,0,3/20/2026 19:55
0,1,10,1,1,2010820263334840000,1,1,0,1774036555,0,0,3/20/2026 19:55
0,1,3,1,0,a3a5d3bb-a135-11e9-9cda-0a87ae2ba916,12,1,0,1774036555,0,0,3/20/2026 19:55
0,1,7,1,0,1992234898774400000,1,1,0,1774036477,0,0,3/20/2026 19:54
0,1,10,1,0,a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,5,1,0,1774036554,0,0,3/20/2026 19:55
0,1,11,1,2,a3b419d9-a135-11e9-9cda-0a87ae2ba916,4,1,1,1774036554,0,0,3/20/2026 19:55
0,1,11,1,0,1975534406854470000,5,1,0,1774036473,0,0,3/20/2026 19:54
0,1,17,1,10,a3aa35a4-a135-11e9-9cda-0a87ae2ba916,13,1,1,1774036555,0,0,3/20/2026 19:55
0,1,12,1,2,1867616662773390000,3,1,0,1774036555,0,0,3/20/2026 19:55
0,1,11,1,5,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,13,1,1,1774036555,0,1,3/20/2026 19:55
0,1,8,1,7,2142960538272020000,7,1,0,1774036555,0,0,3/20/2026 19:55
0,1,8,1,1,a3afbe2e-a135-11e9-9cda-0a87ae2ba916,5,1,2,1774036556,0,0,3/20/2026 19:55
0,1,13,1,0,1963672425916460000,1,1,0,1774036523,0,1,3/20/2026 19:55
0,1,10,1,1,a3b481e1-a135-11e9-9cda-0a87ae2ba916,3,1,0,1774036559,0,2,3/20/2026 19:55
0,1,1,1,10,a3a82c6c-a135-11e9-9cda-0a87ae2ba916,19,1,2,1774036559,0,2,3/20/2026 19:55
0,1,12,1,0,1934289944388420000,3,1,0,1774036519,0,0,3/20/2026 19:55
0,1,8,1,4,2064963313873610000,6,1,0,1774036559,0,2,3/20/2026 19:55
0,1,10,1,1,a3a62fc9-a135-11e9-9cda-0a87ae2ba916,2,1,2,1774036560,0,0,3/20/2026 19:56
0,1,20,1,0,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,2,1,0,1774036456,0,1,3/20/2026 19:54
0,1,8,1,15,a3a4d069-a135-11e9-9cda-0a87ae2ba916,21,1,1,1774036457,1,0,3/20/2026 19:54
0,1,13,1,0,1869052846885130000,2,1,0,1774036454,0,0,3/20/2026 19:54
0,1,3,1,10,1926946441362040000,11,1,0,1774036453,0,1,3/20/2026 19:54
0,1,9,1,1,1945178760530420000,6,1,0,1774036458,0,0,3/20/2026 19:54
0,1,9,1,0,a3a6fcac-a135-11e9-9cda-0a87ae2ba916,12,1,2,1774036459,0,0,3/20/2026 19:54
0,1,9,1,0,a3a8711c-a135-11e9-9cda-0a87ae2ba916,5,1,3,1774036462,1,1,3/20/2026 19:54
0,1,10,1,12,a3aca790-a135-11e9-9cda-0a87ae2ba916,16,1,1,1774036448,0,0,3/20/2026 19:54
0,1,6,1,7,a3aaca0e-a135-11e9-9cda-0a87ae2ba916,12,1,0,1774036448,0,1,3/20/2026 19:54
0,1,12,1,0,a3a6054c-a135-11e9-9cda-0a87ae2ba916,1,1,0,1774036449,0,2,3/20/2026 19:54
0,1,0,1,1,a3a7cd56-a135-11e9-9cda-0a87ae2ba916,15,1,0,1774036451,0,0,3/20/2026 19:54
0,1,11,1,0,1932496568454180000,4,1,0,1774036466,0,0,3/20/2026 19:54
0,1,10,1,2,1934290131858180000,5,1,0,1774036467,0,0,3/20/2026 19:54
0,1,5,1,0,1934290793283140000,2,1,0,1774036467,0,0,3/20/2026 19:54
0,1,17,1,12,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,14,1,3,1774036471,1,0,3/20/2026 19:54
0,1,10,1,1,1966306862968680000,5,1,0,1774036472,0,0,3/20/2026 19:54
0,1,3,1,0,1965904499533560000,5,1,2,1774036472,0,0,3/20/2026 19:54
0,1,15,1,0,1929121088624560000,0,1,NA,1774036472,NA,0,3/20/2026 19:54
0,1,13,1,0,2080537224276500000,2,1,0,1774036473,0,0,3/20/2026 19:54
0,1,7,1,0,a3a7af11-a135-11e9-9cda-0a87ae2ba916,8,1,0,1774036474,0,0,3/20/2026 19:54
0,1,8,1,0,a3a5af44-a135-11e9-9cda-0a87ae2ba916,7,1,0,1774036475,0,0,3/20/2026 19:54
0,1,3,1,1,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,8,1,0,1774036472,0,0,3/20/2026 19:54
0,1,12,1,2,1859717449875880000,2,1,0,1774036475,0,1,3/20/2026 19:54
0,1,14,1,0,2139204594028630000,1,1,0,1774036477,0,0,3/20/2026 19:54
0,1,5,1,9,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,10,1,3,1774036478,0,1,3/20/2026 19:54
